case,status,uncertainty_score,true_kabs,pred_kabs,std_kabs,abs_err_kabs,rel_err_kabs,true_kmax,pred_kmax,std_kmax,abs_err_kmax,rel_err_kmax,true_kmin,pred_kmin,std_kmin,abs_err_kmin,rel_err_kmin,true_kp1,pred_kp1,std_kp1,abs_err_kp1,rel_err_kp1,true_kp2,pred_kp2,std_kp2,abs_err_kp2,rel_err_kp2,true_kp3,pred_kp3,std_kp3,abs_err_kp3,rel_err_kp3,true_ka1,pred_ka1,std_ka1,abs_err_ka1,rel_err_ka1,true_ka2,pred_ka2,std_ka2,abs_err_ka2,rel_err_ka2,true_kd,pred_kd,std_kd,abs_err_kd,rel_err_kd,true_ksc,pred_ksc,std_ksc,abs_err_ksc,rel_err_ksc,true_Vmx,pred_Vmx,std_Vmx,abs_err_Vmx,rel_err_Vmx,true_Km0,pred_Km0,std_Km0,abs_err_Km0,rel_err_Km0,abs_err_mean,rel_err_mean,within_10pct_all
0,ok,0.06800230437268813,0.895676851272583,1.0514963865280151,0.10046128928661346,0.15581953525543213,0.17396847427065107,1.138990044593811,1.0883655548095703,0.06904875487089157,0.05062448978424072,0.04444682376683506,1.189252257347107,1.0040372610092163,0.0891311764717102,0.18521499633789062,0.1557407145486981,1.1093649864196777,1.1085643768310547,0.05232398584485054,0.0008006095886230469,0.000721682763043481,1.0774903297424316,1.0201530456542969,0.08233412355184555,0.057337284088134766,0.05321373427253026,0.9049737453460693,1.0438849925994873,0.06980928778648376,0.13891124725341797,0.15349754395393778,1.0701860189437866,1.0414618253707886,0.07750946283340454,0.028724193572998047,0.026840374537267092,0.9160013794898987,1.0283867120742798,0.08195588737726212,0.1123853325843811,0.12269122634615033,0.9892609715461731,1.0031206607818604,0.04969889670610428,0.013859689235687256,0.014010144576941257,0.9269624352455139,0.9863768815994263,0.04799092188477516,0.059414446353912354,0.06409585123929637,0.902766764163971,1.0038621425628662,0.04620390012860298,0.10109537839889526,0.11198393916563498,0.9313645362854004,0.9989444017410278,0.04955996572971344,0.06757986545562744,0.07256005873399368,0.08098058899243672,0.08281421401458162,0.0
1,ok,0.06744920027752717,0.9845892190933228,1.0472428798675537,0.10410361737012863,0.06265366077423096,0.06363431526492515,1.1010267734527588,1.0445023775100708,0.08312694728374481,0.05652439594268799,0.051337894141693416,1.095399022102356,1.019152045249939,0.09222248941659927,0.07624697685241699,0.06960657743338057,1.0830378532409668,0.9898830652236938,0.05285947397351265,0.09315478801727295,0.08601249507439589,1.1060158014297485,0.9984680414199829,0.07690663635730743,0.10754776000976562,0.09723890008690514,0.9710918664932251,1.0388166904449463,0.06626574695110321,0.06772482395172119,0.0697409032950578,1.142397403717041,1.0289642810821533,0.0775275006890297,0.1134331226348877,0.09929392544644106,0.9506228566169739,1.0304279327392578,0.07125706225633621,0.07980507612228394,0.0839503022326751,1.027117371559143,0.9923109412193298,0.043521273881196976,0.03480643033981323,0.03388749066426341,1.0902823209762573,0.9923874735832214,0.04765044525265694,0.09789484739303589,0.08978853046555793,1.0762624740600586,1.002895474433899,0.045522186905145645,0.07336699962615967,0.06816831525249813,0.9583830237388611,1.0169419050216675,0.048427022993564606,0.058558881282806396,0.0611017514212172,0.07680981357892354,0.07281345006491756,1.0
2,ok,0.06879443333794673,0.8158668875694275,1.0380456447601318,0.10629460215568542,0.22217875719070435,0.27232231210241103,0.8650146722793579,1.0058344602584839,0.08808769285678864,0.14081978797912598,0.16279468139893932,0.9433765411376953,1.0078507661819458,0.09425201267004013,0.06447422504425049,0.06834410464192349,1.166992425918579,1.0821411609649658,0.04917200282216072,0.08485126495361328,0.07270935360769286,1.1394821405410767,0.9367022514343262,0.06410685181617737,0.2027798891067505,0.17795793535689958,1.0888595581054688,1.0297318696975708,0.07985272258520126,0.05912768840789795,0.05430240104681227,0.9219827651977539,1.041434407234192,0.0731574222445488,0.11945164203643799,0.12955951732006302,0.9271665811538696,1.03000807762146,0.08407910168170929,0.10284149646759033,0.1109201933697857,1.09281587600708,1.0044636726379395,0.04495863616466522,0.08835220336914062,0.08084820627969008,0.911893367767334,0.9848284125328064,0.045178577303886414,0.07293504476547241,0.0799819884029264,0.9866053462028503,1.0144177675247192,0.04807822406291962,0.027812421321868896,0.028190016837949042,1.086649775505066,1.0009387731552124,0.04831535369157791,0.08571100234985352,0.07887638159223448,0.10594461858272552,0.10973392432977726,0.0
3,ok,0.0654961244824032,1.043753981590271,1.008162021636963,0.10029541701078415,0.035591959953308105,0.03409995131139997,1.092211365699768,1.0543819665908813,0.07622792571783066,0.03782939910888672,0.03463560286671237,1.0293370485305786,1.018744707107544,0.09619802981615067,0.010592341423034668,0.010290449992211662,0.8917883038520813,0.8940662145614624,0.02615799568593502,0.0022779107093811035,0.0025543177675034128,1.0889734029769897,1.118803858757019,0.05291404202580452,0.029830455780029297,0.0273931904107851,1.1995398998260498,1.032011866569519,0.08379503339529037,0.16752803325653076,0.13966024246531916,1.009212851524353,1.0332196950912476,0.07679251581430435,0.02400684356689453,0.02378769110067682,1.1404517889022827,1.024292230606079,0.08528020977973938,0.11615955829620361,0.10185398403207424,1.0113481283187866,0.9731641411781311,0.04034712165594101,0.03818398714065552,0.03775553251295439,0.990171492099762,0.9831112623214722,0.05166136100888252,0.007060229778289795,0.007130310087314109,0.9932482838630676,0.9947320222854614,0.05019190534949303,0.0014837384223937988,0.0014938243000260263,0.9442265033721924,0.9893440008163452,0.04609193652868271,0.04511749744415283,0.04778249422466015,0.04297182957331339,0.03903646592263645,0.0
4,ok,0.06429420039057732,1.2003867626190186,1.0218980312347412,0.09521379321813583,0.17848873138427734,0.1486926855098339,1.0463827848434448,1.0790488719940186,0.06713063269853592,0.03266608715057373,0.031218104525162927,1.1884483098983765,1.0210270881652832,0.092513807117939,0.16742122173309326,0.14087379344871073,0.9836573600769043,0.896476149559021,0.027583464980125427,0.0871812105178833,0.08862965302375951,1.1861451864242554,1.0945611000061035,0.06425061821937561,0.09158408641815186,0.07721153149408343,1.171727180480957,1.0447338819503784,0.07658152282238007,0.1269932985305786,0.10838128588811251,1.1966508626937866,1.0073013305664062,0.0850442498922348,0.18934953212738037,0.15823289652015518,1.121697187423706,1.030045509338379,0.08002491295337677,0.09165167808532715,0.08170803948954448,0.9526554346084595,0.9802621006965637,0.04153335839509964,0.027606666088104248,0.028978647562589683,1.0651692152023315,0.9801239371299744,0.05109491944313049,0.08504527807235718,0.07984203529220718,1.0454144477844238,0.9986943602561951,0.04621119797229767,0.04672008752822876,0.044690493447114635,0.9297166466712952,1.0018616914749146,0.04434792697429657,0.07214504480361938,0.07759895992173897,0.09973774353663127,0.08883817717691776,0.0
5,ok,0.07096966790656249,0.8015233278274536,1.0544253587722778,0.10841589421033859,0.2529020309448242,0.315526725379685,1.0259530544281006,1.0497201681137085,0.08726239204406738,0.02376711368560791,0.023165888130092335,1.0278111696243286,1.0157335996627808,0.09309813380241394,0.012077569961547852,0.011750767376815217,1.1794832944869995,1.1328260898590088,0.05414097383618355,0.04665720462799072,0.03955732552217592,1.1356992721557617,1.0064865350723267,0.08279303461313248,0.12921273708343506,0.11377372536143834,0.9153351187705994,1.0424891710281372,0.07050994038581848,0.12715405225753784,0.1389152995990369,0.9105755090713501,1.048162817955017,0.08184820413589478,0.137587308883667,0.15109928557598187,1.0055468082427979,1.0350522994995117,0.07976461201906204,0.029505491256713867,0.029342732744858473,1.0667619705200195,0.9947011470794678,0.04943361505866051,0.07206082344055176,0.06755098647304039,0.9148852825164795,0.978674054145813,0.048300351947546005,0.0637887716293335,0.06972324601602113,0.9013479351997375,0.9985644817352295,0.0444563552737236,0.09721654653549194,0.10785684721621833,1.0659055709838867,1.0082495212554932,0.05161250755190849,0.057656049728393555,0.054091142121692824,0.0874654750029246,0.09352949762642138,0.0
6,ok,0.06263297734161218,1.1311886310577393,1.039623498916626,0.10561524331569672,0.09156513214111328,0.08094594449335438,1.0851781368255615,1.0598642826080322,0.06974636763334274,0.025313854217529297,0.023326911369205373,1.0875616073608398,1.0258452892303467,0.08551409840583801,0.061716318130493164,0.05674742259453117,0.8952111005783081,0.9544928073883057,0.0329347625374794,0.05928170680999756,0.06622092461956902,0.8772292137145996,1.0247819423675537,0.06348694115877151,0.1475527286529541,0.1682031632623664,0.9641618132591248,1.0278470516204834,0.06820587068796158,0.06368523836135864,0.0660524379679439,0.8534281849861145,1.0091346502304077,0.07761453092098236,0.1557064652442932,0.18244823405595234,1.151584267616272,1.0261353254318237,0.0762302577495575,0.12544894218444824,0.10893596388228015,0.9547495245933533,0.994257390499115,0.03807570040225983,0.03950786590576172,0.04138034624587941,1.078579068183899,0.9941418170928955,0.04702596738934517,0.08443725109100342,0.07828563856072049,0.913040816783905,0.995880126953125,0.043022263795137405,0.08283931016921997,0.09072903275125548,1.0473740100860596,1.0081077814102173,0.04412372410297394,0.039266228675842285,0.03749016903008305,0.08136008679866791,0.08339718240276177,0.0
7,ok,0.0708904614051183,0.8559390902519226,1.0516921281814575,0.11011460423469543,0.1957530379295349,0.2286997289397313,1.1737782955169678,1.0773658752441406,0.08138427138328552,0.09641242027282715,0.08213852704642505,1.1668117046356201,1.0292632579803467,0.08749667555093765,0.13754844665527344,0.11788401342633771,1.182189702987671,1.118449330329895,0.05740123614668846,0.06374037265777588,0.05391721184568686,1.1763861179351807,1.0543171167373657,0.0876304879784584,0.12206900119781494,0.10376610139881044,1.0304348468780518,1.0534677505493164,0.06753093004226685,0.02303290367126465,0.02235260554420139,1.188279151916504,1.0435245037078857,0.08327218145132065,0.14475464820861816,0.12181872245688406,1.0974164009094238,1.041658878326416,0.07842020690441132,0.05575752258300781,0.050807990965691614,0.9996466040611267,0.9838396310806274,0.05111723393201828,0.015806972980499268,0.015812561075366487,1.0775588750839233,0.9752394556999207,0.049143724143505096,0.10231941938400269,0.0949548296152577,1.0620492696762085,0.9981153011322021,0.04645304009318352,0.06393396854400635,0.06019868415661937,1.0710169076919556,0.9989345669746399,0.0507209450006485,0.07208234071731567,0.06730271034903951,0.09110092123349507,0.08497114056833761,0.0
8,ok,0.06821516808122396,0.9863083362579346,1.0334805250167847,0.10611630976200104,0.0471721887588501,0.047827020237730056,0.9632835984230042,1.0648406744003296,0.07836942374706268,0.10155707597732544,0.10542801324924973,1.0259069204330444,1.0238631963729858,0.09164807200431824,0.0020437240600585938,0.0019921145080061646,0.8533483147621155,0.896532416343689,0.031076915562152863,0.043184101581573486,0.05060548059277734,0.9753116369247437,1.097374677658081,0.06180645152926445,0.1220630407333374,0.12515285998044126,0.9273276925086975,1.0530226230621338,0.0841597244143486,0.12569493055343628,0.13554532186286172,1.0726525783538818,1.0120108127593994,0.08473531901836395,0.06064176559448242,0.05653439596215274,0.8701770901679993,1.0449196100234985,0.09064289927482605,0.17474251985549927,0.20081259530949372,1.0833112001419067,0.9922636151313782,0.04169168695807457,0.09104758501052856,0.08404564173120514,1.0060977935791016,0.9768856763839722,0.04918782040476799,0.029212117195129395,0.02903506734788667,1.0387743711471558,0.9925387501716614,0.05070671811699867,0.046235620975494385,0.04450978216225602,0.9718104004859924,0.9901264905929565,0.04844067618250847,0.01831609010696411,0.018847390496957453,0.07182589670022328,0.07502797362008483,0.0
9,ok,0.06787623247752587,1.0590962171554565,1.0241390466690063,0.11068721860647202,0.034957170486450195,0.03300660499037464,0.8953405022621155,1.068864345550537,0.0737856850028038,0.17352384328842163,0.19380765513232825,1.150585651397705,1.0271848440170288,0.10158465802669525,0.12340080738067627,0.10725043131797428,0.8515875339508057,0.8830732703208923,0.0270545594394207,0.03148573637008667,0.03697298881773618,1.1585115194320679,1.1040953397750854,0.05470497906208038,0.05441617965698242,0.04697077132531115,1.0456451177597046,1.061535120010376,0.07949991524219513,0.015890002250671387,0.015196362495064987,0.9042506814002991,1.0010406970977783,0.0838841050863266,0.09679001569747925,0.10703891928241928,0.9284363389015198,1.0363904237747192,0.08657853305339813,0.10795408487319946,0.11627516109604825,0.9352028965950012,0.9805466532707214,0.046057477593421936,0.045343756675720215,0.04848547501383197,0.9595634341239929,0.9829444289207458,0.04896150529384613,0.02338099479675293,0.024366283629907143,1.060465931892395,0.9886860251426697,0.05107567459344864,0.07177990674972534,0.06768714070958841,1.0125792026519775,0.984162449836731,0.05064047873020172,0.028416752815246582,0.028063733425318427,0.06727827092011769,0.06876012726965856,0.0
