case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,6.312563896179199,25.705251693725586,5.898533344268799,24.949817657470703,2.650360018014908,11.041267961263657,75.44251279313465,1.0
1,900001,3.8572182655334473,2.8554534912109375,3.2559778690338135,2.5506134033203125,1.52133172377944,1.218988373875618,-35.08251062067491,0.0
2,900002,3.890120506286621,34.88534164428711,3.490238904953003,33.60378646850586,2.3127686232328415,20.77118009328842,88.84883930347382,1.0
3,900003,11.464683532714844,49.65983963012695,10.15080738067627,47.42845153808594,3.944701701402664,18.569493293762207,76.91357117118113,1.0
4,900004,16.017175674438477,23.732444763183594,14.80247688293457,22.237972259521484,6.310846656560898,10.053622722625732,32.50937341572959,1.0
5,900005,5.310751914978027,19.475149154663086,4.285956382751465,18.668134689331055,2.113529294729233,8.896858245134354,72.73062263707268,1.0
6,900006,5.901092529296875,32.60334777832031,5.3497490882873535,31.090087890625,2.2987984120845795,13.445131480693817,81.90034787402776,1.0
7,900007,4.5406928062438965,21.139108657836914,4.206580638885498,20.57424545288086,2.3786017671227455,11.712077260017395,78.51994197229067,1.0
8,900008,26.355056762695312,59.76213073730469,25.60588264465332,57.96751022338867,17.866243422031403,40.805619955062866,55.900071771965834,1.0
9,900009,3.6190185546875,7.619546890258789,2.825221538543701,6.73329496383667,1.304386928677559,3.5349205136299133,52.503493884731725,1.0
10,900010,14.07568645477295,13.077588081359863,13.67513656616211,12.276667594909668,7.291291654109955,6.60780742764473,-7.632128854369746,0.0
11,900011,4.541345596313477,29.626182556152344,4.313620567321777,28.417808532714844,1.889725960791111,12.335266172885895,84.67117527644345,1.0
12,900012,8.118152618408203,16.604007720947266,7.50771427154541,15.880806922912598,3.878398612141609,8.429966866970062,51.10727027567861,1.0
13,900013,22.156757354736328,39.8938102722168,20.974124908447266,38.15715789794922,14.512437582015991,26.32027566432953,44.460663938719,1.0
14,900014,11.582230567932129,32.179561614990234,11.184556007385254,31.307029724121094,6.772487610578537,18.937218189239502,64.00749423964568,1.0
15,900015,6.373065948486328,27.021724700927734,5.595483779907227,26.068092346191406,3.1966842710971832,15.51857739686966,76.41502894792085,1.0
16,900016,5.873485088348389,31.401866912841797,5.556467533111572,30.325551986694336,3.4943394362926483,18.606267869472504,81.29574555343896,1.0
17,900017,4.502961158752441,23.186687469482422,4.308347225189209,22.25660514831543,2.495466358959675,13.306453824043274,80.57954089095696,1.0
18,900018,6.000171184539795,7.708752632141113,4.76262092590332,7.346669673919678,2.3183779790997505,3.895547240972519,22.164175309991208,1.0
19,900019,13.079045295715332,40.208553314208984,11.620065689086914,38.13047790527344,7.80358761548996,24.858959019184113,67.4719824075505,1.0
20,900020,4.237651348114014,13.544089317321777,2.66856050491333,12.778592109680176,1.1305827647447586,6.209802627563477,68.71217215989262,1.0
21,900021,4.823912143707275,35.2650146484375,4.524405002593994,33.80616760253906,1.9350150600075722,14.128640294075012,86.32096940325243,1.0
22,900022,6.90679407119751,4.823807716369629,5.965875625610352,4.111729145050049,3.3668309450149536,2.255673334002495,-43.181372005340315,0.0
23,900023,7.168373107910156,8.123514175415039,6.656830310821533,7.021496295928955,3.670717030763626,3.844020888209343,11.757732514279551,1.0
24,900024,6.341926097869873,18.71709442138672,4.972901821136475,18.175670623779297,2.6549845933914185,10.18448919057846,66.11693057110726,1.0
25,900025,8.376965522766113,53.93281173706055,6.552016258239746,52.09701919555664,2.394808642566204,20.098794996738434,84.46777526896528,1.0
