case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,3.4283077716827393,9.53515338897705,1.1277403831481934,3.885453224182129,0.3658414352685213,1.2577944435179234,64.04559390050322,1.0
1,900001,1.761338472366333,1.6412098407745361,0.6264961361885071,0.5647569894790649,0.23603651206940413,0.21991310641169548,-7.319516895847067,0.0
2,900002,2.607184648513794,6.033170223236084,1.0688648223876953,2.24910306930542,0.4133660811930895,0.7583318278193474,56.78582648849335,1.0
3,900003,1.3026407957077026,6.783141136169434,0.56243896484375,3.187340259552002,0.19048505928367376,1.1061745695769787,80.79590606243336,1.0
4,900004,1.7918792963027954,4.4778733253479,0.6821855306625366,2.022372007369995,0.2409522421658039,0.6936590652912855,59.983698373969105,1.0
5,900005,1.18424391746521,15.201147079467773,0.3966870903968811,7.528407573699951,0.12962337350472808,2.7037257328629494,92.20950951086598,1.0
6,900006,4.300869464874268,5.808032512664795,1.907132625579834,2.6088945865631104,0.6580765824764967,0.9086649864912033,25.949631729919897,1.0
7,900007,0.9639741778373718,3.7846603393554688,0.43341127038002014,1.7424287796020508,0.16860499745234847,0.6359905004501343,74.52944012403665,1.0
8,900008,2.61814284324646,10.317055702209473,1.0537500381469727,4.571001052856445,0.3853825153782964,1.6753476113080978,74.62315878855084,1.0
9,900009,2.5754027366638184,10.78156852722168,1.2072561979293823,4.892349720001221,0.43885093182325363,1.6180498525500298,76.11291223386141,1.0
10,900010,2.006911039352417,8.907578468322754,0.8801109790802002,3.9066379070281982,0.30686843674629927,1.266106590628624,77.46962267591108,1.0
11,900011,4.791853427886963,11.282733917236328,2.2383320331573486,4.89434289932251,0.8061372675001621,1.6775766387581825,57.52932345088298,1.0
12,900012,3.596179485321045,4.961815357208252,1.680499792098999,2.1468212604522705,0.6267504300922155,0.7556644733995199,27.522907919241423,1.0
13,900013,1.9207030534744263,3.731613874435425,0.8224213123321533,1.6136157512664795,0.31198402866721153,0.5486196838319302,48.52889076673242,1.0
14,900014,4.081704139709473,11.456015586853027,1.6659598350524902,5.291991233825684,0.5799651145935059,1.9148020073771477,64.3706478158632,1.0
15,900015,3.751450777053833,3.689570188522339,1.515097737312317,1.5812004804611206,0.5325732752680779,0.5950366146862507,-1.6771760766062904,0.0
16,900016,2.09009051322937,2.0501270294189453,0.7662511467933655,0.9029954075813293,0.2718307776376605,0.33355988562107086,-1.9493174440879057,0.0
17,900017,2.0491745471954346,2.308009386062622,0.8405463099479675,0.9485880732536316,0.3400907851755619,0.37389351055026054,11.214635452967114,1.0
18,900018,4.153565406799316,10.435850143432617,1.506125807762146,4.253321170806885,0.4519551992416382,1.3409372419118881,60.19907003538953,1.0
19,900019,3.7691760063171387,16.950271606445312,1.8407922983169556,8.291484832763672,0.6736814975738525,3.0586352571845055,77.76332973399721,1.0
20,900020,7.283985614776611,18.213956832885742,3.443509101867676,8.897971153259277,1.3954877853393555,3.5299602895975113,60.00876865138278,1.0
21,900021,1.3947632312774658,6.913710117340088,0.56052565574646,2.9428553581237793,0.1934950123541057,1.0344049893319607,79.82612508182405,1.0
22,900022,4.160704612731934,13.705513954162598,1.7922437191009521,6.182567119598389,0.5970745347440243,2.2501228377223015,69.64211173220353,1.0
23,900023,1.6240530014038086,5.680446624755859,0.6744958758354187,2.4927122592926025,0.24750204756855965,0.9110177867114544,71.40976566303694,1.0
24,900024,3.7031049728393555,10.793550491333008,1.5687718391418457,4.848454475402832,0.5419163964688778,1.6753610223531723,65.69150275608689,1.0
25,900025,1.509172797203064,11.092669486999512,0.6376779079437256,5.23914098739624,0.25075043085962534,1.8357791006565094,86.39486375239254,1.0
