case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,2.0990655422210693,18.888900756835938,1.4716448783874512,13.92477798461914,0.5204046610742807,4.863592982292175,88.88730705273353,1.0
1,900001,11.7598237991333,30.344070434570312,7.32071590423584,20.348257064819336,2.4093618616461754,6.587037444114685,61.24506821030972,1.0
2,900002,6.99364709854126,12.422025680541992,4.248991966247559,9.481952667236328,1.5523718670010567,4.119035229086876,43.69962453469894,1.0
3,900003,1.5727835893630981,10.651289939880371,0.9157738089561462,7.176857948303223,0.39347545243799686,2.764340862631798,85.2338674635613,1.0
4,900004,3.3838143348693848,18.582387924194336,2.138644218444824,14.107349395751953,0.7073720917105675,5.1078177988529205,81.79020721839713,1.0
5,900005,6.41158390045166,28.164081573486328,4.855541229248047,21.362897872924805,2.1045297384262085,9.611957520246506,77.23489088851552,1.0
6,900006,3.9508817195892334,17.34943389892578,2.7333929538726807,13.72813892364502,1.001186016947031,5.748488008975983,77.22760441288024,1.0
7,900007,2.9695723056793213,4.629927635192871,1.7915507555007935,2.772423267364502,0.7252572104334831,0.9868251159787178,35.86136674994454,1.0
8,900008,8.237975120544434,15.54462718963623,5.9061408042907715,11.228609085083008,2.196810394525528,3.9887938648462296,47.00435706790845,1.0
9,900009,1.9313323497772217,17.15689468383789,1.127646803855896,12.580109596252441,0.42149671353399754,4.609273001551628,88.74311240252251,1.0
10,900010,13.136170387268066,36.371917724609375,7.713443279266357,25.108718872070312,2.467828243970871,8.128556609153748,63.88375645538182,1.0
11,900011,7.192419528961182,27.71229362487793,4.453994274139404,19.653778076171875,1.4411826618015766,6.586620956659317,74.04610521842771,1.0
12,900012,3.0066514015197754,17.935964584350586,1.7074743509292603,13.395977020263672,0.578766968101263,5.513698607683182,83.23674543747077,1.0
13,900013,7.7881059646606445,38.91035461425781,5.802913665771484,29.51923370361328,2.4388862773776054,14.067214727401733,79.98448988227193,1.0
14,900014,6.875019073486328,14.127559661865234,5.138678550720215,10.855875968933105,2.1627793088555336,4.5900750905275345,51.33611722027134,1.0
15,900015,18.291067123413086,42.5718879699707,16.55223846435547,38.26541519165039,6.393161416053772,16.808125376701355,57.03486973301439,1.0
16,900016,12.795723915100098,37.29853439331055,8.986282348632812,27.863618850708008,2.9347505420446396,9.046957641839981,65.69376217260967,1.0
17,900017,4.268455982208252,31.204744338989258,2.8330986499786377,23.001394271850586,0.9486418217420578,7.730971276760101,86.32113137720869,1.0
18,900018,9.612613677978516,36.371089935302734,6.707784652709961,27.146535873413086,2.1843140944838524,8.76552164554596,73.570729678221,1.0
19,900019,4.891446113586426,29.704198837280273,3.261685609817505,21.26328468322754,1.1049408465623856,7.167959213256836,83.5328125145479,1.0
20,900020,8.305526733398438,27.571788787841797,5.270261764526367,19.51540756225586,1.7633739858865738,6.678507477045059,69.87672146588876,1.0
21,900021,8.575697898864746,34.13435363769531,6.230079174041748,25.606361389160156,2.0639287307858467,8.47422182559967,74.87663604271559,1.0
22,900022,10.01473331451416,42.41045379638672,6.715198516845703,31.96963119506836,2.5470783933997154,14.165033400058746,76.38616798915886,1.0
23,900023,7.700290679931641,6.2613911628723145,5.442548751831055,4.557733535766602,2.05471720546484,1.7162762582302094,-22.98050831884546,0.0
24,900024,12.483511924743652,37.124820709228516,8.418468475341797,27.19577407836914,2.7598775923252106,8.837736397981644,66.37421626216637,1.0
25,900025,4.959378719329834,37.65548324584961,3.4674463272094727,28.29329490661621,1.3033769093453884,12.334905564785004,86.82959746672097,1.0
