case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,5.6750078201293945,10.796573638916016,4.020327091217041,7.599912643432617,1.7012914642691612,3.1169673427939415,47.43695537189733,1.0
1,900001,17.658340454101562,32.3146858215332,14.38968276977539,26.59067153930664,7.2296589612960815,13.509708642959595,45.35506069399952,1.0
2,900002,10.799592971801758,23.012298583984375,7.5629401206970215,17.211856842041016,2.956381067633629,6.787220388650894,53.07034222423206,1.0
3,900003,9.420635223388672,26.81498146057129,6.819878101348877,20.70722198486328,2.55061611533165,7.873397320508957,64.86801515324274,1.0
4,900004,12.178884506225586,12.7835054397583,8.547317504882812,9.45286750793457,3.226828947663307,4.113517701625824,4.729695906822773,1.0
5,900005,10.597222328186035,9.23564338684082,7.730677127838135,6.749568939208984,3.4476254135370255,2.971537224948406,-14.742653914996628,0.0
6,900006,7.537649631500244,9.8602933883667,5.369750499725342,6.63182258605957,2.3071812465786934,2.682081237435341,23.555523810343615,1.0
7,900007,15.153402328491211,26.78570556640625,11.659344673156738,21.14518165588379,4.540452733635902,8.200106024742126,43.42727955803372,1.0
8,900008,7.0945281982421875,16.779787063598633,5.397143840789795,13.319934844970703,2.2455845028162003,5.402642115950584,57.71979601795567,1.0
9,900009,3.838425874710083,19.049667358398438,2.590709686279297,14.89681339263916,1.2249522842466831,7.826134562492371,79.85043096819308,1.0
10,900010,6.2654242515563965,15.233283042907715,3.5614895820617676,11.794788360595703,1.4594919048249722,5.460552871227264,58.870164534404545,1.0
11,900011,7.891643524169922,27.163448333740234,5.810934066772461,21.497848510742188,2.860412932932377,11.018801480531693,70.94756369953383,1.0
12,900012,17.124881744384766,26.150943756103516,13.527304649353027,20.733333587646484,5.1719918847084045,7.980932295322418,34.51524386997355,1.0
13,900013,4.2739081382751465,17.51449203491211,3.0212888717651367,13.736457824707031,1.6446925699710846,7.375845313072205,75.59787557780237,1.0
14,900014,14.158304214477539,20.248849868774414,9.831549644470215,14.499276161193848,3.8700778037309647,5.812264233827591,30.078477018534542,1.0
15,900015,11.435850143432617,17.187498092651367,7.83579683303833,12.28169059753418,3.393809497356415,6.110421195626259,33.46413723634335,1.0
16,900016,9.675535202026367,27.171733856201172,7.710665225982666,22.095542907714844,4.126425087451935,11.659619212150574,64.39117483914924,1.0
17,900017,5.366604328155518,20.871212005615234,4.051008701324463,16.66362190246582,2.2205958142876625,8.78613367676735,74.28704990054399,1.0
18,900018,2.2976696491241455,9.947351455688477,1.7173930406570435,7.416471481323242,0.7715890649706125,3.443796932697296,76.90169429159755,1.0
19,900019,8.403583526611328,23.25593376159668,6.206364154815674,18.079069137573242,3.2864082604646683,9.515157341957092,63.86477699515789,1.0
20,900020,18.636615753173828,36.03573226928711,14.45538330078125,28.563955307006836,5.437872931361198,10.645931214094162,48.28295533470364,1.0
21,900021,7.630712032318115,5.7319769859313965,5.140085220336914,3.329299211502075,1.878884807229042,1.2308243662118912,-33.12530826706017,0.0
22,900022,4.186839580535889,6.497899055480957,2.6897709369659424,4.049043655395508,1.215987652540207,1.4938871376216412,35.56625695801934,1.0
23,900023,12.370208740234375,21.05439567565918,9.499799728393555,16.3319091796875,3.874558210372925,6.668835133314133,41.24643171527609,1.0
24,900024,30.93502426147461,40.60612487792969,23.987831115722656,31.89640235900879,8.580302447080612,11.420183628797531,23.816851880174195,1.0
25,900025,11.636576652526855,19.663116455078125,9.161602020263672,15.535675048828125,4.331356659531593,7.516010105609894,40.820283096469,1.0
