case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,5.802075386047363,8.366512298583984,4.137661933898926,5.646030426025391,1.5748627483844757,2.0489951595664024,30.65120591492643,1.0
1,900001,26.17012596130371,36.18150329589844,22.557111740112305,30.495479583740234,10.453900694847107,14.19304758310318,27.66987665692051,1.0
2,900002,15.581011772155762,16.5418758392334,11.725613594055176,11.505671501159668,4.721673205494881,4.585346579551697,5.808676575837279,1.0
3,900003,7.568470478057861,11.8695650100708,5.213502407073975,8.322552680969238,1.9497035071253777,3.3245842903852463,36.23632819200746,1.0
4,900004,20.929304122924805,25.052352905273438,17.007835388183594,19.76669692993164,8.134224265813828,9.435171633958817,16.457730728680353,1.0
5,900005,22.737272262573242,29.580097198486328,17.88758087158203,23.688053131103516,6.66777566075325,8.848726749420166,23.13320639211167,1.0
6,900006,11.453697204589844,19.64651107788086,9.006205558776855,15.17487621307373,3.9992015808820724,6.9046080112457275,41.70111344866185,1.0
7,900007,15.034225463867188,15.66914176940918,10.6748046875,10.768131256103516,5.169592425227165,5.090566352009773,4.0520171103534,1.0
8,900008,26.782604217529297,38.99570083618164,22.274559020996094,31.856239318847656,10.9134241938591,15.758426487445831,31.319084813884366,1.0
9,900009,7.483399391174316,11.697336196899414,5.171675682067871,8.101801872253418,2.0812951028347015,3.284411132335663,36.02475584861856,1.0
10,900010,31.3627872467041,38.3898811340332,26.853559494018555,32.41078567504883,13.04953545331955,15.794795751571655,18.304547135207137,1.0
11,900011,12.770552635192871,19.752660751342773,9.222332000732422,14.625205039978027,3.4076444804668427,5.489743500947952,35.347684061628314,1.0
12,900012,14.023870468139648,21.69222068786621,11.025798797607422,17.31961441040039,5.201912671327591,8.08640792965889,35.35069244439294,1.0
13,900013,14.850791931152344,18.554101943969727,11.818319320678711,14.68862247467041,4.882128536701202,6.0539644211530685,19.959521748887433,1.0
14,900014,10.732356071472168,20.143756866455078,8.337193489074707,15.08424186706543,3.5177722573280334,6.528516113758087,46.72117945712249,1.0
15,900015,6.864789962768555,10.919418334960938,5.24473762512207,8.11756706237793,2.1627716720104218,3.3863235265016556,37.13227433745799,1.0
16,900016,20.874492645263672,34.48999786376953,16.522947311401367,27.91765022277832,7.962816953659058,13.420635461807251,39.476677477003975,1.0
17,900017,16.417896270751953,22.060203552246094,12.703476905822754,17.58417510986328,4.804150760173798,6.702870875597,25.576859561296573,1.0
18,900018,27.489580154418945,38.46687698364258,24.196388244628906,33.418792724609375,11.650032550096512,16.163863241672516,28.53701077394859,1.0
19,900019,43.30582046508789,49.284339904785156,32.86713790893555,38.19004821777344,11.108198761940002,12.91930228471756,12.13066757360951,1.0
20,900020,7.919215679168701,8.374503135681152,5.673120975494385,6.100831985473633,2.460631914436817,2.6465360075235367,5.436590674527464,1.0
21,900021,13.50299072265625,27.325777053833008,11.391254425048828,22.85528564453125,5.660933256149292,11.016551405191422,50.5851537321162,1.0
22,900022,24.41238784790039,31.351816177368164,20.833946228027344,26.40196990966797,9.589579701423645,12.188562005758286,22.13405529749538,1.0
23,900023,11.98788833618164,18.837650299072266,9.642718315124512,15.40133285522461,3.7947390228509903,6.045715510845184,36.36208260659753,1.0
24,900024,13.158588409423828,15.930022239685059,11.058956146240234,13.428032875061035,5.0364866852760315,5.9745654463768005,17.397551544887378,1.0
25,900025,12.654081344604492,17.163738250732422,8.381885528564453,11.195364952087402,2.9687948524951935,4.080112278461456,26.274328122753154,1.0
