case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,36.008995056152344,67.02528381347656,34.211849212646484,63.67233657836914,18.49852353334427,34.407320618629456,46.27550529086737,1.0
1,900001,13.605974197387695,4.4478325843811035,12.182332992553711,3.8600261211395264,4.638363420963287,1.457272283732891,-205.90122130869068,0.0
2,900002,5.2068190574646,2.1719701290130615,4.661069869995117,1.772376537322998,1.8459416925907135,0.7448403164744377,-139.72793124141938,0.0
3,900003,5.02205753326416,8.669403076171875,4.1159563064575195,7.6658172607421875,1.6530618071556091,2.9825501143932343,42.07147263613291,1.0
4,900004,13.932914733886719,38.605560302734375,13.432785987854004,37.414642333984375,6.204758211970329,17.24565327167511,63.90956477608778,1.0
5,900005,17.61174201965332,49.654170989990234,15.574406623840332,45.53857421875,5.119462683796883,14.961189031600952,64.53119311325595,1.0
6,900006,21.84880828857422,47.46102523803711,18.449981689453125,41.72929763793945,9.407652914524078,20.865583419799805,53.964735951250084,1.0
7,900007,22.52960968017578,51.122169494628906,21.195411682128906,48.11016082763672,10.422391444444656,23.889555037021637,55.929863887050345,1.0
8,900008,24.708114624023438,63.62672805786133,20.176048278808594,57.09077453613281,6.053679436445236,17.221680283546448,61.16708279961498,1.0
9,900009,21.769166946411133,45.4286003112793,21.085145950317383,43.614501953125,7.182134687900543,14.718872308731079,52.080480584372864,1.0
10,900010,10.392712593078613,6.0155205726623535,8.89243221282959,4.753660678863525,3.369423747062683,2.029525488615036,-72.76497466085465,0.0
11,900011,42.08609390258789,72.67794036865234,38.68006896972656,67.19190979003906,22.014710307121277,38.18642497062683,42.09234096465867,1.0
12,900012,22.179140090942383,46.0783805847168,20.34370231628418,43.308265686035156,10.012004524469376,21.031804382801056,51.866493983734486,1.0
13,900013,11.454769134521484,18.21480369567871,10.138370513916016,16.19737434387207,3.678760305047035,5.898891389369965,37.11285981501399,1.0
14,900014,2.936060667037964,15.959630012512207,2.3077402114868164,14.600316047668457,0.9775729849934578,6.034363806247711,81.60320342804866,1.0
15,900015,21.276296615600586,50.06201171875,20.018035888671875,47.23991394042969,6.577304005622864,15.440155565738678,57.500116585143424,1.0
16,900016,18.891498565673828,45.00419235229492,18.365739822387695,43.42420959472656,8.87937843799591,20.92675417661667,58.02280281403498,1.0
17,900017,16.42170524597168,5.562417984008789,15.378594398498535,4.453800678253174,6.157518923282623,1.8494581803679466,-195.2260202879736,0.0
18,900018,20.689443588256836,45.12656021118164,19.53627586364746,42.38775634765625,9.335923194885254,20.186249911785126,54.15240272816024,1.0
19,900019,28.94322395324707,51.70030212402344,27.629215240478516,49.35067367553711,13.87205570936203,24.727270007133484,44.01730209658078,1.0
20,900020,6.4127984046936035,18.505373001098633,5.737821578979492,17.72605323791504,2.1785318851470947,6.522053480148315,65.34628940301346,1.0
21,900021,27.443012237548828,47.8404426574707,26.55274200439453,46.20222473144531,12.7188041806221,22.16005027294159,42.63637476342757,1.0
22,900022,29.086166381835938,68.52873992919922,25.79149055480957,63.09495544433594,7.696425169706345,19.00065392255783,57.55625098041137,1.0
23,900023,13.977441787719727,41.15721130371094,11.932498931884766,36.38880920410156,6.038355827331543,18.054693937301636,66.0388997578671,1.0
24,900024,19.312692642211914,46.66868209838867,17.908143997192383,43.19773483276367,8.688908815383911,20.997121930122375,58.61744584623973,1.0
25,900025,16.18058204650879,46.616458892822266,13.378546714782715,40.25690460205078,4.366327077150345,12.723644077777863,65.28998033996919,1.0
