case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,6.627834796905518,16.990873336791992,6.24187707901001,16.547494888305664,3.622201457619667,9.626580774784088,60.99179444441138,1.0
1,900001,3.691807746887207,4.1588134765625,3.0399622917175293,3.4615211486816406,1.5654530376195908,1.7364058643579483,11.22930211482579,1.0
2,900002,2.91629958152771,17.579439163208008,2.358414649963379,16.86812973022461,1.3662789948284626,9.993799030780792,83.41073594866877,1.0
3,900003,3.774202346801758,2.138587713241577,3.4354801177978516,1.7585453987121582,1.864442601799965,0.941813737154007,-76.48106380827318,0.0
4,900004,5.3915228843688965,19.61001968383789,4.939186096191406,19.16869354248047,2.4502499029040337,9.311319887638092,72.50628519861986,1.0
5,900005,7.9723005294799805,7.576866626739502,6.006675720214844,5.967243671417236,3.2232165336608887,3.227359801530838,-5.2189634874256985,0.0
6,900006,47.350746154785156,67.59172058105469,46.38625717163086,66.27144622802734,18.44329684972763,26.327580213546753,29.945937538306843,1.0
7,900007,3.904764413833618,7.084287643432617,3.3066415786743164,6.5290679931640625,1.9071049988269806,3.75705324113369,44.88134008147634,1.0
8,900008,30.127954483032227,44.09193420410156,29.613019943237305,43.26688766479492,20.679964125156403,30.11281192302704,31.670145511036264,1.0
9,900009,3.56130313873291,7.728354454040527,3.038092613220215,6.717010498046875,1.8258975818753242,4.1843656450510025,53.9189984114795,1.0
10,900010,29.6776065826416,52.70707321166992,29.0460205078125,51.664241790771484,12.15389296412468,21.619246900081635,43.693313298848366,1.0
11,900011,36.49722671508789,52.43406677246094,35.82005310058594,51.4124755859375,27.632638812065125,39.516931772232056,30.3940568381457,1.0
12,900012,29.310867309570312,47.772560119628906,28.753971099853516,46.80135726928711,20.81775814294815,33.78298282623291,38.64497268688979,1.0
13,900013,9.168964385986328,14.856934547424316,8.938247680664062,14.597540855407715,5.614134296774864,9.041646122932434,38.28495133556395,1.0
14,900014,9.260430335998535,20.292728424072266,8.941394805908203,19.813419342041016,5.585400387644768,12.131479382514954,54.36577012969166,1.0
15,900015,15.270112991333008,28.433855056762695,14.79307746887207,27.709548950195312,9.429757297039032,17.760059237480164,46.296015925912336,1.0
16,900016,5.250052452087402,11.823314666748047,4.246263027191162,11.086013793945312,2.2680748254060745,5.8087058365345,55.595764808216785,1.0
17,900017,13.395777702331543,32.453800201416016,13.014771461486816,31.701311111450195,8.837193995714188,21.67699486017227,58.72354664417062,1.0
18,900018,9.488668441772461,18.158634185791016,9.275920867919922,17.74664878845215,5.463511124253273,10.440480709075928,47.74569306981652,1.0
19,900019,4.069386005401611,3.0249085426330566,3.4468133449554443,2.742523670196533,1.7701201140880585,1.465397235006094,-34.52922453845102,0.0
20,900020,9.495837211608887,15.995269775390625,9.191007614135742,15.613871574401855,5.710815638303757,9.564270079135895,40.63346636254539,1.0
21,900021,23.59007453918457,31.779022216796875,23.112651824951172,31.12710952758789,15.084964036941528,20.230884850025177,25.768406660680764,1.0
22,900022,3.619711399078369,5.413905143737793,3.057579517364502,3.8635053634643555,1.6777986660599709,1.9649645313620567,33.1404724874936,1.0
23,900023,4.376698970794678,8.055034637451172,3.2891182899475098,7.564724445343018,1.9128570333123207,4.186699539422989,45.66505089319415,1.0
24,900024,12.475512504577637,15.628355979919434,12.157228469848633,15.287370681762695,5.990921705961227,7.532402873039246,20.173865244641366,1.0
25,900025,7.967929363250732,4.758108139038086,7.643222332000732,4.089021682739258,3.9386380463838577,2.0689643919467926,-67.46003097066125,0.0
