case,status,uncertainty_score,true_kabs,pred_kabs,std_kabs,abs_err_kabs,rel_err_kabs,true_kmax,pred_kmax,std_kmax,abs_err_kmax,rel_err_kmax,true_kmin,pred_kmin,std_kmin,abs_err_kmin,rel_err_kmin,true_kp1,pred_kp1,std_kp1,abs_err_kp1,rel_err_kp1,true_kp2,pred_kp2,std_kp2,abs_err_kp2,rel_err_kp2,true_kp3,pred_kp3,std_kp3,abs_err_kp3,rel_err_kp3,true_ka1,pred_ka1,std_ka1,abs_err_ka1,rel_err_ka1,true_ka2,pred_ka2,std_ka2,abs_err_ka2,rel_err_ka2,true_kd,pred_kd,std_kd,abs_err_kd,rel_err_kd,true_ksc,pred_ksc,std_ksc,abs_err_ksc,rel_err_ksc,true_Vmx,pred_Vmx,std_Vmx,abs_err_Vmx,rel_err_Vmx,true_Km0,pred_Km0,std_Km0,abs_err_Km0,rel_err_Km0,true_Vm0,pred_Vm0,std_Vm0,abs_err_Vm0,rel_err_Vm0,true_ke1,pred_ke1,std_ke1,abs_err_ke1,rel_err_ke1,true_ke2,pred_ke2,std_ke2,abs_err_ke2,rel_err_ke2,true_Fsnc,pred_Fsnc,std_Fsnc,abs_err_Fsnc,rel_err_Fsnc,true_Rdb,pred_Rdb,std_Rdb,abs_err_Rdb,rel_err_Rdb,true_PCRb,pred_PCRb,std_PCRb,abs_err_PCRb,rel_err_PCRb,abs_err_mean,rel_err_mean,within_10pct_all
0,ok,0.059813969458142914,0.9282809495925903,0.9928393363952637,0.11629611253738403,0.06455838680267334,0.06954617223482516,1.0551047325134277,1.0164999961853027,0.07404035329818726,0.038604736328125,0.0365885348994335,0.8732158541679382,1.0090523958206177,0.07157229632139206,0.13583654165267944,0.15555895029198033,0.9439639449119568,0.9981197118759155,0.07376860082149506,0.05415576696395874,0.057370588416922885,1.0658700466156006,1.0651803016662598,0.07131756842136383,0.0006897449493408203,0.0006471191788632489,0.8824538588523865,1.015098214149475,0.07217490673065186,0.13264435529708862,0.15031307752406448,0.9508863687515259,1.0170714855194092,0.08074408024549484,0.0661851167678833,0.06960360243125747,1.0843679904937744,1.0450726747512817,0.07929975539445877,0.039295315742492676,0.03623798939749161,1.0168607234954834,0.9966352581977844,0.04631156101822853,0.020225465297698975,0.019890103757939877,1.036461353302002,0.9973098635673523,0.03935384377837181,0.03915148973464966,0.037774191589410644,0.9222731590270996,0.9959818720817566,0.04677696153521538,0.07370871305465698,0.07992069630695081,1.0490596294403076,1.0116667747497559,0.039361972361803055,0.03739285469055176,0.03564416515627575,1.0461753606796265,1.0056326389312744,0.0402258075773716,0.04054272174835205,0.03875327528457017,1.0040065050125122,1.0035263299942017,0.04669750854372978,0.0004801750183105469,0.0004782588717436276,0.9283156991004944,0.9901013374328613,0.04394160956144333,0.06178563833236694,0.06655670952482552,0.9624723196029663,1.00588858127594,0.04619643837213516,0.04341626167297363,0.04510910162162738,1.0440845489501953,0.9966511726379395,0.044230714440345764,0.04743337631225586,0.0454305892755037,0.9391576051712036,1.007481336593628,0.04434135928750038,0.06832373142242432,0.07275001665984407,0.05357946621047126,0.05656517457908502,0.0
1,ok,0.06071463641193178,0.9348803162574768,1.0250658988952637,0.10845679044723511,0.09018558263778687,0.09646751682484747,1.1782634258270264,1.0205315351486206,0.07827071100473404,0.15773189067840576,0.13386810387303102,0.8686049580574036,1.0270311832427979,0.07868963479995728,0.1584262251853943,0.18239157365588554,0.9291567206382751,1.0236215591430664,0.07299439609050751,0.09446483850479126,0.10166728217808031,0.8731603026390076,1.026053786277771,0.08044622093439102,0.15289348363876343,0.1751035670960576,0.9854364395141602,1.0076589584350586,0.07208967953920364,0.022222518920898438,0.022550940912896,0.8554667830467224,1.026758074760437,0.07763377577066422,0.1712912917137146,0.20023137672706026,0.9686390161514282,1.0113728046417236,0.08436472713947296,0.04273378849029541,0.04411735205555131,0.9637556672096252,1.002907633781433,0.039735257625579834,0.03915196657180786,0.040624369748366904,1.0584861040115356,1.0002371072769165,0.042784444987773895,0.05824899673461914,0.055030478448288,1.0193090438842773,1.005206823348999,0.046223435550928116,0.01410222053527832,0.013835078399323368,1.025420069694519,0.9998096823692322,0.04079875722527504,0.025610387325286865,0.024975508167025057,1.0657485723495483,1.0036370754241943,0.04219358414411545,0.062111496925354004,0.058279690479362364,1.0967599153518677,1.0021240711212158,0.04860201105475426,0.09463584423065186,0.08628674599243567,0.9724305272102356,1.0088813304901123,0.046022288501262665,0.03645080327987671,0.03748422356139812,0.928286612033844,0.9960422515869141,0.04251556098461151,0.06775563955307007,0.0729899997206895,1.0291824340820312,0.9958904981613159,0.047913458198308945,0.03329193592071533,0.03234794417222028,1.0915101766586304,1.002764105796814,0.04312872141599655,0.0887460708618164,0.0813057658642167,0.07833638787269592,0.08108652877092976,0.0
2,ok,0.06059897173609999,1.200439453125,0.9755549430847168,0.11040136218070984,0.2248845100402832,0.18733515418446206,1.158030390739441,1.0361922979354858,0.07931338995695114,0.12183809280395508,0.10521148130331658,0.9390239119529724,1.0013014078140259,0.08063904941082001,0.06227749586105347,0.06632152287957115,1.0381330251693726,0.9983912706375122,0.07311689108610153,0.03974175453186035,0.038281948043581836,1.1934967041015625,1.0954452753067017,0.06893733143806458,0.09805142879486084,0.08215475456102893,0.9575958847999573,1.03715980052948,0.07426167279481888,0.0795639157295227,0.08308715293418756,1.1506603956222534,1.016852855682373,0.08357319235801697,0.13380753993988037,0.11628760357874315,1.0294406414031982,1.0544363260269165,0.07787556946277618,0.02499568462371826,0.02428084108827045,0.9451751708984375,0.999568521976471,0.04888267070055008,0.05439335107803345,0.05754843414510114,0.9260124564170837,0.9867337346076965,0.044835858047008514,0.06072127819061279,0.06557285247064044,0.9915441870689392,1.0023914575576782,0.049203380942344666,0.010847270488739014,0.010939775181178925,0.9952331781387329,1.0115541219711304,0.03914483264088631,0.01632094383239746,0.016399115494642767,1.0068628787994385,1.0050606727600098,0.043797556310892105,0.001802206039428711,0.0017899220215344739,1.038203239440918,1.0074586868286133,0.04579950124025345,0.030744552612304688,0.029613231248306365,0.9192810654640198,0.9842314720153809,0.04343700408935547,0.06495040655136108,0.07065348019386919,1.0707746744155884,0.9959896802902222,0.0434575118124485,0.07478499412536621,0.06984195266495508,0.9710875153541565,0.9980577826499939,0.04276810586452484,0.026970267295837402,0.027773261286343817,1.0733228921890259,0.9993817210197449,0.04133661091327667,0.073941171169281,0.06888996005524405,0.06670204798380534,0.062332357963054315,0.0
3,ok,0.059586884246932134,0.8945642113685608,1.0038905143737793,0.11391159892082214,0.1093263030052185,0.12221180057937286,1.1045210361480713,1.0333002805709839,0.07890409976243973,0.0712207555770874,0.06448112190372045,0.8830203413963318,1.0138076543807983,0.07264973968267441,0.13078731298446655,0.14811359020070913,1.0645824670791626,1.0262199640274048,0.07652801275253296,0.03836250305175781,0.036035257237526125,1.1140724420547485,1.0503545999526978,0.07410108298063278,0.06371784210205078,0.057193625564000365,0.9244258403778076,1.0160471200942993,0.0694606602191925,0.0916212797164917,0.09911155196510582,1.0599390268325806,1.0229674577713013,0.07774384319782257,0.0369715690612793,0.03488084514800966,0.9664507508277893,1.0450581312179565,0.08121155202388763,0.07860738039016724,0.08133614705440297,0.9678911566734314,1.0031867027282715,0.04968435689806938,0.03529554605484009,0.03646644130539244,0.9778034687042236,0.9980732798576355,0.04404251649975777,0.020269811153411865,0.020729944004262164,1.0279996395111084,1.009987711906433,0.047627922147512436,0.018011927604675293,0.017521336498951816,0.9578310251235962,1.0068714618682861,0.039068035781383514,0.04904043674468994,0.0511994657286883,0.9933997392654419,1.0092687606811523,0.03945019096136093,0.01586902141571045,0.015974456996983525,0.956028401851654,1.0074199438095093,0.042056336998939514,0.051391541957855225,0.05375524603486581,0.983991801738739,0.9815806746482849,0.04013146087527275,0.0024111270904541016,0.002450352824275139,0.9970255494117737,0.9944888949394226,0.04217248782515526,0.0025366544723510742,0.0025442221353782282,1.0349514484405518,1.0029650926589966,0.04353555664420128,0.031986355781555176,0.030906141374797535,0.9448410868644714,0.9993749260902405,0.04028446227312088,0.05453383922576904,0.05771747226482691,0.05010895596610175,0.05181272326784829,0.0
4,ok,0.06174928922620085,0.9832539558410645,0.9919601678848267,0.11777153611183167,0.008706212043762207,0.008854489719611666,0.9650317430496216,1.028490424156189,0.07995043694972992,0.06345868110656738,0.06575812823112945,1.0254896879196167,1.0121746063232422,0.08011113852262497,0.013315081596374512,0.01298412041898389,1.1334447860717773,1.049688458442688,0.08156034350395203,0.08375632762908936,0.07389537510633125,1.0320266485214233,0.980333685874939,0.07582105696201324,0.051692962646484375,0.05008878668060024,1.1706162691116333,0.9936226606369019,0.07715243846178055,0.17699360847473145,0.15119694911557122,1.136734127998352,1.0111050605773926,0.07920648157596588,0.12562906742095947,0.1105175470029889,1.1385327577590942,1.0244487524032593,0.08136361837387085,0.11408400535583496,0.10020265519665826,1.0415596961975098,1.01900053024292,0.044312089681625366,0.022559165954589844,0.02165902351727709,1.0867809057235718,1.0048701763153076,0.04261372238397598,0.08191072940826416,0.07537004834817973,1.0474858283996582,0.999202311038971,0.04909922927618027,0.048283517360687256,0.04609467359998033,1.0924795866012573,0.9948904514312744,0.04232481122016907,0.09758913516998291,0.08932810861353133,0.9685279130935669,1.005535364151001,0.04304226115345955,0.03700745105743408,0.03820999948182071,1.081573724746704,0.9993958473205566,0.04971269518136978,0.08217787742614746,0.07597991292308147,1.094178318977356,0.9835383296012878,0.041974134743213654,0.11063998937606812,0.10111696371344187,1.0709221363067627,0.9885432720184326,0.041641995310783386,0.08237886428833008,0.07692329955231486,1.0934087038040161,1.0016738176345825,0.04137282073497772,0.0917348861694336,0.08389807566949482,0.9737094044685364,1.005361795425415,0.04245639592409134,0.03165239095687866,0.032507019868165864,0.07353166408008999,0.06747695426439794,0.0
5,ok,0.06256304619212945,0.8397026658058167,0.9972407817840576,0.11028342694044113,0.15753811597824097,0.18761178497279185,0.885112464427948,1.0356498956680298,0.08125768601894379,0.1505374312400818,0.17007717921741705,0.9000186920166016,1.0172715187072754,0.07822225242853165,0.11725282669067383,0.13027821280906354,0.9936115145683289,1.0335358381271362,0.08293888717889786,0.03992432355880737,0.04018101941597603,0.8702760934829712,1.0478816032409668,0.0814935564994812,0.1776055097579956,0.2040794996989893,1.138753890991211,1.0015840530395508,0.07782038301229477,0.13716983795166016,0.12045608716406911,0.9857308864593506,1.0183100700378418,0.08184854686260223,0.03257918357849121,0.03305078903990973,1.0520553588867188,1.0421034097671509,0.08595745265483856,0.009951949119567871,0.009459529895935313,1.093336820602417,1.0130501985549927,0.04320923611521721,0.08028662204742432,0.07343265180000728,0.9655370116233826,0.9952936768531799,0.0447051003575325,0.029756665229797363,0.030818772218546762,1.0275765657424927,1.0131465196609497,0.048743557184934616,0.014430046081542969,0.014042794048262766,0.9356384873390198,1.0162060260772705,0.04151684045791626,0.08056753873825073,0.08610968854796355,1.0571829080581665,1.0122374296188354,0.04564240202307701,0.044945478439331055,0.04251438241835266,1.0925146341323853,1.0007787942886353,0.04609913006424904,0.09173583984375,0.08396760736903221,1.0735844373703003,0.9911474585533142,0.04521987959742546,0.08243697881698608,0.07678667457113292,1.0515410900115967,0.9969093203544617,0.04203392565250397,0.05463176965713501,0.05195400367714829,0.9055841565132141,0.9993993043899536,0.04518653452396393,0.0938151478767395,0.10359627783016605,0.968356728553772,1.0000211000442505,0.04395603388547897,0.031664371490478516,0.03269907726852772,0.07926831311649746,0.08283977955351622,0.0
6,ok,0.06530494491259257,1.0796592235565186,1.0183477401733398,0.12038523703813553,0.06131148338317871,0.05678781049191782,0.9435124397277832,1.0562912225723267,0.08367995917797089,0.11277878284454346,0.11953078528257852,1.0980123281478882,1.008285403251648,0.07939527928829193,0.08972692489624023,0.08171759332392046,1.1739907264709473,1.0636905431747437,0.08340765535831451,0.11030018329620361,0.09395319810384653,0.8873688578605652,0.9696449637413025,0.07428600639104843,0.0822761058807373,0.0927191721367188,0.8678653836250305,0.9921857118606567,0.0905117467045784,0.12432032823562622,0.14324840070973496,0.9212130308151245,1.0365607738494873,0.08263035118579865,0.11534774303436279,0.12521288689576904,0.9672733545303345,0.9771480560302734,0.08034725487232208,0.009874701499938965,0.010208801321456526,0.9604716300964355,1.026081919670105,0.04344398155808449,0.06561028957366943,0.06831049196849455,1.0302541255950928,1.0134713649749756,0.046721458435058594,0.016782760620117188,0.01628992323658318,1.0353126525878906,1.0149905681610107,0.05246137082576752,0.020322084426879883,0.019628934675996034,1.0133724212646484,1.0054084062576294,0.047539688646793365,0.007964015007019043,0.007858922188823995,1.0702296495437622,0.9950255155563354,0.049795497208833694,0.07520413398742676,0.07026915580173489,1.011818528175354,0.998229444026947,0.0495419017970562,0.013589084148406982,0.01343035709467846,0.995962917804718,1.0230910778045654,0.04364720359444618,0.027128159999847412,0.02723812253938407,0.9455152750015259,1.0171513557434082,0.05130594223737717,0.07163608074188232,0.07576406498749237,0.975574791431427,0.9763290286064148,0.046561531722545624,0.000754237174987793,0.0007731208120713399,1.012389063835144,0.9946131110191345,0.04982694238424301,0.01777595281600952,0.017558420424525774,0.05681683619817098,0.057805564555318184,0.0
7,ok,0.060215681998266116,1.0830962657928467,1.0122838020324707,0.12271788716316223,0.07081246376037598,0.0653796582970766,0.9160013794898987,1.0394967794418335,0.07413391023874283,0.12349539995193481,0.1348201025862065,1.006206750869751,1.021958351135254,0.07026392966508865,0.01575160026550293,0.01565443707457485,0.8971843719482422,1.002536416053772,0.07329285144805908,0.10535204410552979,0.11742518862288816,0.8548418879508972,1.0407005548477173,0.06629566103219986,0.18585866689682007,0.2174187642375989,0.9048879742622375,1.004807949066162,0.07103919982910156,0.09991997480392456,0.11042248062296343,0.9523661732673645,1.0389059782028198,0.07680078595876694,0.08653980493545532,0.09086820528133184,1.096148133277893,0.9986708164215088,0.08322110772132874,0.09747731685638428,0.08892713849257822,1.093347191810608,1.003339409828186,0.044331274926662445,0.09000778198242188,0.0823231473557516,0.9242727756500244,1.0041570663452148,0.04196179658174515,0.07988429069519043,0.08642934510216342,0.9925620555877686,1.0032234191894531,0.05083528533577919,0.01066136360168457,0.010741256470227644,0.9483531713485718,1.020443320274353,0.0389048270881176,0.07209014892578125,0.07601614156387333,1.0880519151687622,1.0074868202209473,0.04394042491912842,0.08056509494781494,0.0740452673485887,1.0618399381637573,1.002445936203003,0.047053880989551544,0.059394001960754395,0.05593498589200233,0.9374070167541504,1.0065885782241821,0.04534154385328293,0.06918156147003174,0.07380098530687197,1.0748525857925415,1.0077319145202637,0.044877760112285614,0.06712067127227783,0.06244639698455623,0.9781091809272766,0.9846920967102051,0.043745435774326324,0.006582915782928467,0.006730246388943683,0.9150186777114868,0.999306857585907,0.04512471333146095,0.08428817987442017,0.09211634901839343,0.07805462678273518,0.08119444981369947,0.0
8,ok,0.06150021072891024,1.0758651494979858,0.9979226589202881,0.12309728562831879,0.07794249057769775,0.07244633829255166,0.9721516370773315,1.0251175165176392,0.08187660574913025,0.05296587944030762,0.054483145859367976,1.0954394340515137,1.022133469581604,0.07378056645393372,0.07330596446990967,0.06691923094167378,0.8697184324264526,0.9990015625953674,0.0759117528796196,0.1292831301689148,0.14864940807132723,1.056838035583496,1.0876922607421875,0.06343317031860352,0.030854225158691406,0.029194847384212783,1.1757404804229736,1.0406322479248047,0.07839419692754745,0.13510823249816895,0.11491331186416551,1.090829849243164,1.0228972434997559,0.07919546216726303,0.0679326057434082,0.06227607888667603,0.9154121279716492,1.0291246175765991,0.07716500014066696,0.11371248960494995,0.12421999461260326,1.0765928030014038,0.9855312705039978,0.04659462347626686,0.091061532497406,0.08458307750482637,0.962617039680481,0.9998851418495178,0.04220438003540039,0.037268102169036865,0.03871539837005916,1.0056339502334595,1.000604510307312,0.05048283189535141,0.005029439926147461,0.005001263058968791,1.0461852550506592,1.016528844833374,0.04454873502254486,0.029656410217285156,0.02834718810470055,1.0213898420333862,1.0011239051818848,0.04408415034413338,0.020265936851501465,0.019841529666239848,1.0958080291748047,1.002158522605896,0.04548177868127823,0.09364950656890869,0.08546159918122813,0.9544985294342041,0.9844185709953308,0.042047686874866486,0.02992004156112671,0.031346346420106426,1.0463416576385498,1.0073329210281372,0.04554252326488495,0.0390087366104126,0.03728107002683042,1.0426591634750366,0.9894497394561768,0.04729887843132019,0.05320942401885986,0.05103242352133589,1.0210424661636353,1.0034574270248413,0.04586416482925415,0.017585039138793945,0.017222632477634593,0.06098662151230706,0.0595519380135838,0.0
9,ok,0.061200992928610906,0.9402583837509155,0.9833288788795471,0.11245288699865341,0.04307049512863159,0.045807084385478265,1.183671236038208,1.0333139896392822,0.0810852125287056,0.15035724639892578,0.12702618921633774,1.0641851425170898,1.0153764486312866,0.07840340584516525,0.04880869388580322,0.04586485183429386,0.9359795451164246,1.0121638774871826,0.07897353172302246,0.07618433237075806,0.08139529626289177,0.9632286429405212,1.0543545484542847,0.08018829673528671,0.09112590551376343,0.09460464675923305,0.8943350315093994,1.018466591835022,0.06993819773197174,0.12413156032562256,0.13879760487087434,1.1639394760131836,1.0313793420791626,0.08150232583284378,0.132560133934021,0.11388919842127558,1.1528873443603516,1.0302373170852661,0.08057957142591476,0.12265002727508545,0.10638509293649547,0.9415433406829834,1.0066869258880615,0.04620201885700226,0.06514358520507812,0.06918808979926916,0.9558135867118835,1.0042866468429565,0.041109200567007065,0.048473060131073,0.0507139266536546,1.0228954553604126,1.000113844871521,0.04738703370094299,0.0227816104888916,0.02227169000459055,1.054928183555603,1.012958288192749,0.040457677096128464,0.041969895362854004,0.03978459957472722,1.0473195314407349,1.001201868057251,0.044637009501457214,0.04611766338348389,0.04403399535578466,1.0569924116134644,1.0029627084732056,0.04572908580303192,0.05402970314025879,0.051116453199303684,1.0765427350997925,1.004583477973938,0.04312950745224953,0.07195925712585449,0.06684291740558174,1.0308011770248413,1.0009843111038208,0.04285188019275665,0.029816865921020508,0.028925913731569157,0.9421502947807312,0.9973909854888916,0.04477086290717125,0.0552406907081604,0.058632567451477255,1.0201547145843506,1.0046085119247437,0.04222016781568527,0.015546202659606934,0.015239063680591861,0.06888705160882738,0.06669551008574609,0.0
