case,status,uncertainty_score,true_kabs,pred_kabs,std_kabs,abs_err_kabs,rel_err_kabs,true_kmax,pred_kmax,std_kmax,abs_err_kmax,rel_err_kmax,true_kmin,pred_kmin,std_kmin,abs_err_kmin,rel_err_kmin,true_kp1,pred_kp1,std_kp1,abs_err_kp1,rel_err_kp1,true_kp2,pred_kp2,std_kp2,abs_err_kp2,rel_err_kp2,true_kp3,pred_kp3,std_kp3,abs_err_kp3,rel_err_kp3,true_ka1,pred_ka1,std_ka1,abs_err_ka1,rel_err_ka1,true_ka2,pred_ka2,std_ka2,abs_err_ka2,rel_err_ka2,true_kd,pred_kd,std_kd,abs_err_kd,rel_err_kd,true_ksc,pred_ksc,std_ksc,abs_err_ksc,rel_err_ksc,true_Vmx,pred_Vmx,std_Vmx,abs_err_Vmx,rel_err_Vmx,true_Km0,pred_Km0,std_Km0,abs_err_Km0,rel_err_Km0,abs_err_mean,rel_err_mean,within_10pct_all
0,ok,0.06753040757030249,1.0563496351242065,1.010720133781433,0.09791253507137299,0.04562950134277344,0.04319545330974463,1.0582207441329956,1.0038411617279053,0.09407512843608856,0.05437958240509033,0.051387749395938875,1.180435299873352,1.0217211246490479,0.08242657780647278,0.1587141752243042,0.13445393851008397,0.9190620183944702,0.9101790189743042,0.03707677870988846,0.008882999420166016,0.009665288350925352,1.1159471273422241,1.0008162260055542,0.08333797007799149,0.11513090133666992,0.10316877790695103,1.023589015007019,1.044886827468872,0.07962816208600998,0.021297812461853027,0.020806995922779594,0.9300602674484253,1.0291900634765625,0.07944744825363159,0.09912979602813721,0.10658427146887474,1.1724547147750854,1.023873209953308,0.08243358880281448,0.14858150482177734,0.1267268602781644,0.9646521806716919,0.9811694025993347,0.040218766778707504,0.016517221927642822,0.01712246368026847,0.9125398993492126,1.0157939195632935,0.044832028448581696,0.10325402021408081,0.11315014312000768,1.083416223526001,1.008774995803833,0.043444063514471054,0.07464122772216797,0.06889432343854564,0.9831013083457947,0.9962508082389832,0.04553184285759926,0.013149499893188477,0.01337552883060887,0.0716090202331543,0.06737764951774111,0.0
1,ok,0.06850342887143294,0.8276469707489014,1.0073646306991577,0.10681590437889099,0.17971765995025635,0.21714289582626967,1.1670687198638916,1.0201529264450073,0.0891602486371994,0.14691579341888428,0.12588444100876786,1.0761958360671997,1.0129817724227905,0.08647194504737854,0.06321406364440918,0.058738439163094826,0.8865370750427246,0.9208533763885498,0.03851659223437309,0.034316301345825195,0.03870825294494469,0.9191978573799133,1.0077701807022095,0.07793018966913223,0.08857232332229614,0.09635827870047825,0.990804135799408,1.0177860260009766,0.07778065651655197,0.026981890201568604,0.02723231487098999,1.1721737384796143,1.044900894165039,0.08126750588417053,0.1272728443145752,0.10857848127501676,1.104001522064209,1.0370192527770996,0.08429272472858429,0.06698226928710938,0.06067226172104287,0.9897732734680176,0.9759114980697632,0.04325174540281296,0.013861775398254395,0.01400500071060194,0.9604930281639099,1.0028413534164429,0.04571478068828583,0.04234832525253296,0.04409019535882164,0.988432765007019,0.9928495287895203,0.044249728322029114,0.004416763782501221,0.004468451410015588,0.9633311033248901,0.9925460815429688,0.04658912494778633,0.029214978218078613,0.030327037212070227,0.06865124901135762,0.06885050418350952,0.0
2,ok,0.06963627350827058,0.8815147876739502,1.0319443941116333,0.10190161317586899,0.1504296064376831,0.1706489880159823,1.168104648590088,1.0162944793701172,0.08862991631031036,0.1518101692199707,0.12996281574874893,1.0452954769134521,1.0216264724731445,0.08213736861944199,0.023669004440307617,0.022643362535344973,1.107562780380249,1.1403874158859253,0.04383367672562599,0.03282463550567627,0.029636817060976803,0.8905653357505798,0.9905738830566406,0.08689067512750626,0.10000854730606079,0.11229782172216743,1.1130651235580444,1.0173817873001099,0.07724052667617798,0.09568333625793457,0.08596382568530353,0.990567147731781,1.0506837368011475,0.0921655148267746,0.060116589069366455,0.0606890600067068,1.09339439868927,1.0172481536865234,0.07856325805187225,0.07614624500274658,0.06964206611450409,1.029033899307251,1.0113252401351929,0.04700862243771553,0.017708659172058105,0.017209014381333435,1.0280699729919434,0.9822401404380798,0.04365764185786247,0.045829832553863525,0.04457851484611221,0.9971217513084412,1.0074692964553833,0.04599552974104881,0.010347545146942139,0.010377413924993516,1.0861949920654297,1.0123275518417358,0.04761093854904175,0.07386744022369385,0.06800569028884296,0.06987013419469197,0.06847128252758475,0.0
3,ok,0.06752372315774362,1.1288944482803345,1.021523356437683,0.10767295956611633,0.10737109184265137,0.09511171926322404,1.0320113897323608,1.0251816511154175,0.08338285982608795,0.006829738616943359,0.006617890737344058,0.8995525240898132,1.0004100799560547,0.08628537505865097,0.10085755586624146,0.11211969636602523,0.9593265652656555,0.9356347322463989,0.04036608710885048,0.023691833019256592,0.024696317059348688,1.1021480560302734,1.0084123611450195,0.07766471058130264,0.0937356948852539,0.08504818782956616,0.9185258746147156,1.0208908319473267,0.07950325310230255,0.10236495733261108,0.11144482715367059,0.8882057666778564,1.0141996145248413,0.08053883165121078,0.12599384784698486,0.14185209393341128,1.1555507183074951,1.0530908107757568,0.07733920216560364,0.10245990753173828,0.08866759884136338,1.0608702898025513,0.9768929481506348,0.04071199148893356,0.0839773416519165,0.07915891552354277,0.9241018295288086,1.0004512071609497,0.04704486206173897,0.07634937763214111,0.08262009141467774,0.9185141324996948,0.9975346922874451,0.04245695844292641,0.07902055978775024,0.08603085896207101,1.0800304412841797,0.9994422793388367,0.047317586839199066,0.08058816194534302,0.07461656529747619,0.08193667232990265,0.08233206353181009,0.0
4,ok,0.06839781254529953,0.909266471862793,1.0030107498168945,0.10361585021018982,0.09374427795410156,0.103098795408182,1.0603593587875366,1.0096482038497925,0.09328099340200424,0.05071115493774414,0.04782449885266217,0.8825132250785828,1.005108118057251,0.08365832269191742,0.12259489297866821,0.13891564397547906,1.0569041967391968,0.9566015601158142,0.04024617746472359,0.10030263662338257,0.0949022976092254,1.1606205701828003,1.0066289901733398,0.08266014605760574,0.15399158000946045,0.13268038148350794,1.0194321870803833,1.0199575424194336,0.07959921658039093,0.000525355339050293,0.0005153411337294456,0.8578278422355652,1.0157138109207153,0.07754892855882645,0.15788596868515015,0.1840532108093941,1.1813338994979858,1.0228073596954346,0.080352783203125,0.15852653980255127,0.13419283055359538,1.0006937980651855,0.9879377484321594,0.0404687263071537,0.012756049633026123,0.01274720564641212,0.961479127407074,1.0043776035308838,0.043642349541187286,0.042898476123809814,0.044617168382530395,0.9707677364349365,1.0016402006149292,0.0478515550494194,0.030872464179992676,0.03180211189688815,0.9269021153450012,0.995154619216919,0.04784870147705078,0.06825250387191772,0.07363507186140528,0.08275515834490459,0.08324871313441762,0.0
5,ok,0.06491443018118541,1.200439453125,0.9982670545578003,0.1103343814611435,0.2021723985671997,0.16841532327257475,1.158030390739441,1.0146418809890747,0.08962126076221466,0.1433885097503662,0.12382102481680803,0.9390239119529724,1.0256803035736084,0.07538661360740662,0.08665639162063599,0.09228347704203708,1.0381330251693726,1.0249911546707153,0.04036099463701248,0.013141870498657227,0.012659139224005628,1.1934967041015625,1.0208626985549927,0.08113312721252441,0.17263400554656982,0.1446455653822059,0.9575958847999573,1.016622543334961,0.0717235580086708,0.05902665853500366,0.061640468042878434,1.1506603956222534,1.0378986597061157,0.07002612948417664,0.1127617359161377,0.09799740770182541,1.0294406414031982,1.0217677354812622,0.07373220473527908,0.007672905921936035,0.007453470956302384,0.9451751708984375,0.9837342500686646,0.03870748355984688,0.03855907917022705,0.040795696244934856,0.9260124564170837,0.9921754002571106,0.04100814461708069,0.06616294384002686,0.07144930220055973,0.9915441870689392,1.0040539503097534,0.043182916939258575,0.012509763240814209,0.012616445544190802,0.9952331781387329,1.0026072263717651,0.04375634714961052,0.0073740482330322266,0.007409367367377199,0.07683835923671722,0.07009889064964168,0.0
6,ok,0.06919254114230473,1.1277824640274048,1.0013372898101807,0.10481017082929611,0.12644517421722412,0.11211840780506367,0.9753614068031311,1.0180611610412598,0.08418495208024979,0.04269975423812866,0.043778392235225345,0.8615522980690002,1.0347497463226318,0.08855393528938293,0.1731974482536316,0.2010295238510994,1.1494605541229248,1.1209766864776611,0.04844958335161209,0.028483867645263672,0.0247802045429891,0.9791301488876343,0.9975848197937012,0.08331424742937088,0.018454670906066895,0.018848026411026963,1.0489100217819214,1.0075734853744507,0.07316618412733078,0.0413365364074707,0.0394090394305194,0.985209047794342,1.030225396156311,0.08314678072929382,0.045016348361968994,0.04569217920069889,1.186232566833496,1.0398718118667603,0.07870016992092133,0.14636075496673584,0.12338285009104759,1.0976661443710327,1.0086297988891602,0.05284746736288071,0.08903634548187256,0.08111423126099125,0.9914887547492981,0.987568199634552,0.044601719826459885,0.003920555114746094,0.003954210368969259,0.9274945855140686,1.0177130699157715,0.04157522693276405,0.09021848440170288,0.09727117097044705,0.9228523373603821,1.0100306272506714,0.04696005582809448,0.0871782898902893,0.09446613110353472,0.07436235249042511,0.07382036393930105,0.0
7,ok,0.06824764609336853,0.895676851272583,1.0200786590576172,0.1006239652633667,0.12440180778503418,0.13889139549412644,1.138990044593811,1.015809178352356,0.09161905944347382,0.12318086624145508,0.10814920360904831,1.189252257347107,1.032575011253357,0.07750244438648224,0.15667724609375,0.13174433357246984,1.1093649864196777,1.1317987442016602,0.04515291377902031,0.022433757781982422,0.020222161377550122,1.0774903297424316,0.9923893213272095,0.08152391016483307,0.08510100841522217,0.07898076304366008,0.9049737453460693,1.012416124343872,0.07548018544912338,0.10744237899780273,0.11872430504236993,1.0701860189437866,1.0482194423675537,0.07854920625686646,0.02196657657623291,0.02052594239449389,0.9160013794898987,1.0056250095367432,0.08618699014186859,0.08962363004684448,0.09784224353106755,0.9892609715461731,1.0130460262298584,0.0467262789607048,0.023785054683685303,0.024043255892841165,0.9269624352455139,0.9867475032806396,0.04056248068809509,0.05978506803512573,0.06449567508017857,0.902766764163971,1.0055731534957886,0.045783113688230515,0.10280638933181763,0.11387923593645362,0.9313645362854004,1.0167391300201416,0.04926120489835739,0.08537459373474121,0.09166614189031098,0.08354819814364116,0.0840970547387142,0.0
8,ok,0.0668720460186402,0.9649378061294556,1.0037988424301147,0.10566190630197525,0.03886103630065918,0.040273099523935124,1.1593644618988037,1.0270627737045288,0.08882469683885574,0.1323016881942749,0.11411570092254819,0.9339535236358643,1.0019505023956299,0.08263473212718964,0.06799697875976562,0.07280552729760535,0.8830177783966064,0.9352303743362427,0.03685123473405838,0.05221259593963623,0.05912972220609697,0.9137067794799805,1.0038803815841675,0.07766670733690262,0.09017360210418701,0.09868986870766973,0.9984729886054993,1.0213426351547241,0.07753420621156693,0.022869646549224854,0.022904622168262525,1.1310439109802246,1.014805555343628,0.07964970171451569,0.11623835563659668,0.1027708601833665,1.1188291311264038,1.0356268882751465,0.07483380287885666,0.08320224285125732,0.07436545986918645,1.0806221961975098,0.9798490405082703,0.04391475394368172,0.1007731556892395,0.09325475271916474,1.004087209701538,0.9984111785888672,0.04412316530942917,0.0056760311126708984,0.005652926416977348,0.9475827813148499,1.006600022315979,0.04580875486135483,0.05901724100112915,0.06228188414234145,1.0409159660339355,0.994563639163971,0.04496088996529579,0.0463523268699646,0.04453032558101183,0.06797290841738383,0.06589789581151385,0.0
9,ok,0.06529502632717292,0.8473653793334961,1.0149328708648682,0.09761272370815277,0.16756749153137207,0.1977511656933329,1.1532100439071655,1.0248674154281616,0.08901654928922653,0.1283426284790039,0.11129163256692517,0.9260261654853821,1.0217106342315674,0.07671042531728745,0.0956844687461853,0.10332804008408523,1.0889860391616821,1.1068084239959717,0.04163229092955589,0.01782238483428955,0.016366036104567043,1.1238348484039307,1.007352590560913,0.0772886574268341,0.11648225784301758,0.1036471310784192,1.1344980001449585,1.009280800819397,0.070173479616642,0.12521719932556152,0.11037234028580228,1.0874760150909424,1.0520929098129272,0.07923759520053864,0.03538310527801514,0.03253690636575203,0.86164790391922,1.020430326461792,0.0751650482416153,0.15878242254257202,0.18427761713380547,0.9121382236480713,1.007096767425537,0.044275835156440735,0.09495854377746582,0.10410543195710162,0.9830871224403381,0.9902517199516296,0.0391361229121685,0.007164597511291504,0.007287856129685303,1.0710673332214355,1.0034557580947876,0.047212205827236176,0.06761157512664795,0.06312541987747257,1.0996336936950684,1.0102992057800293,0.04607938230037689,0.08933448791503906,0.08124022429219215,0.09202926357587178,0.09294415013076175,0.0
