case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,36.077491760253906,38.13533020019531,15.726780891418457,17.479360580444336,4.2785245925188065,4.806402698159218,5.396146904035115,1.0
1,900001,25.647974014282227,28.003721237182617,9.541869163513184,10.900101661682129,2.4662889540195465,2.828565239906311,8.41226493774867,1.0
2,900002,7.814971446990967,35.08513259887695,3.7205777168273926,15.78005599975586,1.2354129925370216,4.355521500110626,77.72568929313061,1.0
3,900003,25.44339370727539,25.371984481811523,17.446828842163086,17.348106384277344,6.2893301248550415,6.241342052817345,-0.2814491137461461,0.0
4,900004,2.472799777984619,36.28400421142578,1.0784056186676025,14.294960975646973,0.4016965162009001,3.821047767996788,93.1848762788812,1.0
5,900005,12.254780769348145,9.082658767700195,7.302058696746826,5.437924385070801,2.468162588775158,1.8511749804019928,-34.92503773155795,0.0
6,900006,5.107723712921143,8.620901107788086,2.773080825805664,4.632196426391602,0.8993799798190594,1.4276393689215183,40.751858198363436,1.0
7,900007,37.03588104248047,37.173561096191406,15.39164924621582,15.75245189666748,4.0785010904073715,4.216806590557098,0.3703709024665991,1.0
8,900008,40.547027587890625,8.837721824645996,19.57590675354004,5.49762487411499,6.9678157567977905,1.9541217014193535,-358.7950197166879,0.0
9,900009,6.020753383636475,36.21681213378906,3.1696348190307617,16.844871520996094,1.082606241106987,4.623792693018913,83.37580524372183,1.0
10,900010,3.0285892486572266,5.366046905517578,1.6403899192810059,2.8684310913085938,0.5409806501120329,0.9438172914087772,43.56014209374292,1.0
11,900011,68.29842376708984,41.712059020996094,43.44230651855469,29.678382873535156,17.403843998908997,11.444452404975891,-63.73783833761668,0.0
12,900012,39.73841857910156,39.944557189941406,21.006366729736328,21.18574333190918,5.753594636917114,5.81250861287117,0.5160618250432236,1.0
13,900013,15.667174339294434,12.619836807250977,10.416292190551758,8.538269996643066,3.7155866622924805,3.0573738738894463,-24.147202365505628,0.0
14,900014,54.33250427246094,23.660791397094727,29.473697662353516,15.134058952331543,11.026595532894135,5.363095179200172,-129.6309677922791,0.0
15,900015,39.3847770690918,38.57316970825195,14.179219245910645,13.951358795166016,3.6123529076576233,3.5689983516931534,-2.104072252756084,0.0
16,900016,33.17632293701172,30.851951599121094,23.51806640625,21.86655616760254,8.54913517832756,7.89932906627655,-7.533952367398511,0.0
17,900017,35.78705596923828,35.22810745239258,14.776397705078125,14.70151138305664,4.022106155753136,4.03502844274044,-1.5866549674888653,0.0
18,900018,12.616958618164062,11.215940475463867,7.956095218658447,7.07816743850708,2.7332378551363945,2.4233749136328697,-12.491312215547868,0.0
19,900019,38.06821060180664,37.903594970703125,16.801292419433594,16.212059020996094,4.476378113031387,4.284332692623138,-0.4343008393550951,0.0
20,900020,12.412880897521973,40.9930534362793,5.681764125823975,21.827680587768555,1.785644143819809,6.097166985273361,69.71955037012091,1.0
21,900021,16.5419921875,41.506065368652344,7.515322208404541,22.34861946105957,2.2991737350821495,6.147187203168869,60.14560271956441,1.0
22,900022,24.80847930908203,32.13368606567383,16.92697525024414,21.728639602661133,6.434575468301773,8.323284238576889,22.7960363514499,1.0
23,900023,4.855278015136719,6.818300724029541,3.0959103107452393,4.215259075164795,1.0707099922001362,1.399281993508339,28.79049763784396,1.0
24,900024,8.807083129882812,6.948171615600586,5.216597557067871,3.669776439666748,1.7873240634799004,1.264379546046257,-26.753966613439005,0.0
25,900025,5.807466506958008,30.84532928466797,2.7413251399993896,14.191981315612793,0.9014147333800793,3.863949701189995,81.172298556577,1.0
